reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
gp:AOqpTOEmop_Ojd6QkYgl3X11gL0lDhh8DO5oZNBkSv1RvCUKqCIyfPjuI1atLHtUaScsQH4zNRK8Nbsk4jMFK5w,Moses Maina,https://play-lh.googleusercontent.com/a/AATXAJzmzvwmVHy7a1-aG9fchYd54KTRDzMzadP08m9e=mo,Best entertainment,5,0,8.6.1 build 14 40054,2022-03-27 06:05:19,,
gp:AOqpTOHDTrEGgmtHKRx6Rrz4qWawjHTr8ZJUQWIdIuOJzSDqEoNcVKq_xq9a5u31HMgksy_3_yhThGKJaP4Bgf0,Anmol Solanki,https://play-lh.googleusercontent.com/a/AATXAJz2DasAiYWO5PdlX_k656my5ESbHvY-oUJfGQwK=mo,Nice,5,0,8.11.1 build 12 40101,2022-03-27 06:00:11,,
gp:AOqpTOF-U-33NnN8deMxAH_h2p_EdZHz-En2N2FbuWSTnPRp7m018Ce88ivla6syXD8aJhd3W18BXIWHq15ycXo,Sneha Desai,https://play-lh.googleusercontent.com/a-/AOh14GhKCXFsOAwOONFP2vDlugvPVCvQM0mYmzed_sHi,very good,5,0,8.11.1 build 12 40101,2022-03-27 05:59:33,,
gp:AOqpTOHZiBLbP97ssqEjVqRBKDH6ejjWRsYLw1Ri215ZQB7ojYB6Q1JtOuB9IXXdaHerTuHgeQC6-_4AzEhfS1s,Ruki Onoda,https://play-lh.googleusercontent.com/a-/AOh14GhEm5hb3egZwWFsN6Gwcid2wZjnsaSFuPVDFeEv,It's good it's much better option than Amazon prime,5,0,8.11.1 build 12 40101,2022-03-27 05:56:28,,
gp:AOqpTOGThmkmm_r7516vOBIqK5S3q_YdUxvACPiJZ2lK9a_OtXcdlyWvD9B8J-AJ1iJCff7s-KQjLf4OjD4YRSo,Abhay Partap Rana Rajput,https://play-lh.googleusercontent.com/a-/AOh14GgmfNTTeX1vBqQtuYtlgN_EhfLZrjQyWaUzfm2oiQ,Best app,5,0,8.5.0 build 14 40044,2022-03-27 05:54:17,,
gp:AOqpTOGf0X4qADBeJtA5xIM4wYGzeaThNv5o3VSOTSxPrwCs0WbsRRSsGUU-MBhKRn0Y5JINiCcW340Wh1vqTC8,Surendra Singhvi,https://play-lh.googleusercontent.com/a/AATXAJw1b4EXWvQgaIItL320y1nBniC-Svz_8ttOPeKI=mo,Fantastic,5,0,,2022-03-27 05:54:03,,
gp:AOqpTOEuX-F5IcGAPuwX8-_cTVchM8G70_CSJ9iQUUZEqeop3xzg4LVkBf-SC9ohJDlheL2f3_d-YNqzVwtIoRI,Camryn Drabick,https://play-lh.googleusercontent.com/a/AATXAJxQNJMj223LFs7e48Vq7DGJEEn-oP1zB5pBspsb=mo,"Love the app. However, I can't make a desktop icon from my galaxy phone",4,0,8.22.1 build 22 40193,2022-03-27 05:53:11,,
gp:AOqpTOEJ6Puyg8ApXQPZUNyoy23hMiap1minV2EWNwEYP3asSRjqS0HDg0MjwIaNA2d8He1vcTVUAFxuRtp69Qo,Ho Munda video,https://play-lh.googleusercontent.com/a-/AOh14GiahbFZjCiagrnA3SHHz228ll7JDfOcMmzBKSdVlA,Awesome,5,0,,2022-03-27 05:51:51,,
gp:AOqpTOGxKYzn8Dex-gR5E-FEMZ-EB7cyp8ebTGpDINtxCJSz41Y53rYlMhbmyMJ0FbgVNGwA1bMuC6qAI4kqgv4,Anuj Gosavi,https://play-lh.googleusercontent.com/a-/AOh14GixomNQJIJJK2Y0QOpuBiTTbFV7f5TwajRYaVptpA,You should give marvel movies free after their one year is finished,2,0,7.62.0 build 22 34954,2022-03-27 05:50:17,,
gp:AOqpTOG-ncsb4ohmWEHfUM-5BUjTd3x9W-8n8SfgH6ue21UuCyLGrRG0tUcdV4z1yJ0ek6XCTVFaiyr1JE8O-2g,Marjorie Fraser,https://play-lh.googleusercontent.com/a/AATXAJxo0--Yaez90nA8KgPemVKc2edn5BZ_UQoYfhZ7=mo,"Just love, Netflix",5,0,8.22.1 build 22 40193,2022-03-27 05:46:20,,
gp:AOqpTOE704zZ1lPw8y0Nsis2j9IvI35Thb8W7ZSHCvFASdH6XQwdLS7hqAtwaFPaEmljiaAKIlZv6HpoQCua0Ek,Hazqal Butt,https://play-lh.googleusercontent.com/a/AATXAJwnTjN53YpSOaG75wKuuAevVlOXnw0WE16J7GU8=mo,Nice application,5,0,,2022-03-27 05:46:07,,
gp:AOqpTOGKIG_zXg80T_i9PpqSy9nPaXngR8_5b4lO7Oh2mL_PTn7mJwirLkd2uAFbeTp4Ud5lbvsLNqrxlZ8T8pY,Jay Minkowitz,https://play-lh.googleusercontent.com/a-/AOh14GiCcFjiVRVI5ApqAmkUK8lDZAKUjW2yWWl42HXP,Love that you can download a movie and watch it offline.,5,0,,2022-03-27 05:42:40,,
gp:AOqpTOHIk1k56KH6KjGobr1Y2epRqZCdPz5a94EkSMfcPc0FEHNBMqsOmtE3Ia4Jrsb0yVS-5brkNb7_bKxRteg,Clifford Jones,https://play-lh.googleusercontent.com/a/AATXAJz_x0CfkV9IUQ9_qRz_5-XLnH9LlX0nYSa6J7ry=mo,Alright,4,0,3.16.6 build 5383,2022-03-27 05:22:53,,
gp:AOqpTOEKv-Dw6DNMkiK-Mv1t1K0NMG9j8bXoh3ZP9BFwDUkumcm4IA_E2tbYxQWPCFPlfiD3k34-fyZoj6ASeRI,Manjit Kaur,https://play-lh.googleusercontent.com/a/AATXAJxjubrXs_76iIoYRiAnpyT5RX-A0kRv0318jQb5=mo,Nice Bro,5,0,8.11.1 build 12 40101,2022-03-27 04:51:28,,
gp:AOqpTOHlmKIRnLhdBAX-iEZMx8aAGRBYyDuWZKbvV-QF1SZNyKzANzoI5kYqKeezeTFCe7igWdSfY-uczEvIhE0,Md Sarfaraz,https://play-lh.googleusercontent.com/a-/AOh14GgsOi7Wcf4uM3YCFSrjVJp39TL-sR6GILv-3Rq8XGI,Excellent,4,0,8.18.0 build 5 40155,2022-03-27 04:51:23,,
gp:AOqpTOGtq32OdVve16fYQpw-ELFjt3Q8Xlhesu7OTKqFTlaSyB_3niLFRMYsG2No9MjVSixtd-aLIQTMjHEbMfg,Morris Owino,https://play-lh.googleusercontent.com/a-/AOh14GgBKkdJsr5fPPOF0smFm6mPPkq1e3uXcVtKs-VO,Best app movies ever,5,0,,2022-03-27 04:47:26,,
gp:AOqpTOHFIJ419pGHKuZQV5esCdqW-ZEl6G5fbpHOQjiQNv1tIV0VrGHYDTtXRy0PBniFzQzIa97FGRm-BnXlBgo,Bikash Gupta,https://play-lh.googleusercontent.com/a-/AOh14Gifg9otBOVYVGnvwS2o0lmwDDcAZ6Q6Z4Q4J9EMfuE,Excellent,5,0,8.11.1 build 12 40101,2022-03-27 04:45:45,,
gp:AOqpTOEmSr04rsH67oYgO0sQJARj_MhWQltIVap33_--Xjgprj8b7rhZtcLN60422mNhA1WU9rZT7M7JHxjHSIw,Nurisya Asha,https://play-lh.googleusercontent.com/a-/AOh14GgsKmxCwfIxhiQexzmj7tzDIrJyP2eW-UKbj7ShSA,Nice apps,5,0,8.22.1 build 22 40193,2022-03-27 04:41:45,,
gp:AOqpTOFTXtVD029Vqtfg3fu0PVFjzfXSoJy5_UY0y67fF_JnwI5r2nMbW1qVPpN7OXh_-_fdwfnfw5-K6EeBa5M,JOELHOODS o,https://play-lh.googleusercontent.com/a-/AOh14Gje6F8dn4BRqgSKOWriOviKWVLebmUByBpixdk3,Best app so far good movies,5,0,8.11.1 build 12 40101,2022-03-27 04:41:33,,
gp:AOqpTOF15DxK2pr27-3XdyNtljGgK-Cv6f47FLfC0zMMoKgpUP5_BIP7cs73jw-uIhAkpd5eAhcNi_6wkaFs-kw,rahul bin,https://play-lh.googleusercontent.com/a/AATXAJzy5F8J1mu7eM1n76xzi5Out_HBhxh_o2JjpVV5=mo,Good,4,0,7.120.2 build 14 35591,2022-03-27 04:41:08,,
gp:AOqpTOFPhY70eQq2LSWseZ9B-idq-8_5d_qu3xMkYQJA4BeTDugl7mn-Ck6eBw2Ejt8pJn5nF-jxL8N-Uw4yzCc,Lukas,https://play-lh.googleusercontent.com/a-/AOh14Gj-npnt4UJMR7g_K5vSHhlZRQ5fNiKe0O_wECaLNw,"Netflix is similar to YouTube and Instagram in that they mess up the most simple things in existence: have to wait for things on the screen to disappear while watching something, they'll cancel shows like dark crystal because it's ""tOo eXPenSiVE"" but then add trash like hoops or cuties, and most recently they screwed up the release of jojo's bizarre adventure part 6 for no reason, they're also apparently going to charge more money because a huge corporation really needs money I guess",1,1,8.22.1 build 22 40193,2022-03-27 04:38:12,,
gp:AOqpTOErKj9PHAmbYSLtGDVzDQx8pRf7wtMvMp0KDYeSAX7RCS9Mzvg56wOmar96kVPhQxzSCZRZZFfCdR4_ez0,Christopher Harn,https://play-lh.googleusercontent.com/a/AATXAJyaQRoSCtjdPhHkTPjFD-6_KE2GpIG0cX48nCt_=mo,I love it,5,0,8.22.1 build 22 40193,2022-03-27 04:36:50,,
gp:AOqpTOECIoBezd7qFMwTYaJp9wUGR0F6ANrw3RGuY2CItp5u2sPrRrBgg9zD7gfBVupYWWcNbXfViERYv39lFTA,ebrak limited,https://play-lh.googleusercontent.com/a/AATXAJwlFVBPysxQaZ1A-ziK3Dy_PBPc1GyfrYK_r-k-=mo,Nice 👍👍,3,0,,2022-03-27 04:33:39,,
gp:AOqpTOFZVLrBHH1NvoazL0O0CR13eR_-ghbqn1xoqjjDi0gQqCUSFauzRKX_BSklkiz05B6Ee4DEwVRBvOhJ42k,chepkoech joy,https://play-lh.googleusercontent.com/a-/AOh14GhnCqRIqDnvKU7eojVKqUfhRjx7gpk9f0OYx4Yx,Plainly wonderful,5,0,8.19.0 build 4 40164,2022-03-27 04:32:56,,
gp:AOqpTOGYpr1trgjbW6ZV4pVoYBBUdD8ujukczH1Ul9U1r_yusFZDkhkQQ4TC5yM8_-ydAXmq-h6QNn9gY5gw93Q,chin jackson,https://play-lh.googleusercontent.com/a/AATXAJz7NS7C0Z6nKRCoSfZzErf48ewnZ6fcCQK_7AfJ=mo,Nice,5,0,8.11.1 build 12 40101,2022-03-27 04:28:53,,
gp:AOqpTOG_L-ce2SpcKV8YwO3TVkdGr_0w3y10G72V5rN9akqPd02sibalLERRxUUUSHfgA6BOGEKnD9GUAn_MFcI,As You Like,https://play-lh.googleusercontent.com/a-/AOh14GiGOJnIB6oLFpASYUcohRKQCQGfAqLjybSj6derpQ,Very good,5,0,8.20.0 build 12 40171,2022-03-27 04:26:10,,
gp:AOqpTOEsbh5Uh7pWpoYGwtddcSr9dKPycg6LOSJ_mr28v1fzt6d_FgxbWayfN6cfzmbkMs3q-sadBTkgSOmgxyI,morgan izzard,https://play-lh.googleusercontent.com/a-/AOh14GhWUrkeoHANAwUiPK0ixghlye2AagFn8PlzNF-KRQ,Quick laughs. Enough said.,1,0,8.22.1 build 22 40193,2022-03-27 04:24:31,,
gp:AOqpTOEzCPUv4u4mFP2tKE7fC4h9Bh22EP64U23ZekoRFScMC4atG-vWE1jMBG2nGDbnclmxkmSiLsK-qiBohW8,sinda lee,https://play-lh.googleusercontent.com/a/AATXAJy70ze9kTeU1C9Kcp15lddE0LvLq28p3YLxHH77=mo,Netflix is really good I really like it! But can u pls add Victorious All seasons. Right now there is only season 1 can u pls add all the seasons!,4,0,8.22.1 build 22 40193,2022-03-27 04:13:28,,
gp:AOqpTOERrxRd8NcaBCwautD1tzBDxHE2jQG74Qz3FJ0PxJCfotdFfpwH6Ek_oL_acXKybFpKGudrenwl6soojFM,Clint Munez,https://play-lh.googleusercontent.com/a/AATXAJxYzhoWW14u5u1pVcW0W5PgUIfXkGEgQKyRJbsq=mo,Its really good To watch a movie with my family this is a very good app,5,0,8.22.1 build 22 40193,2022-03-27 04:13:21,,
gp:AOqpTOGRrPOPPSjyhA3SslH8M24I8DOBniIzSzYfA5uZyic9DKXXHxFs2nGF4CfqOuQ_O-lhWB67OHA3kKY_q78,Jedkian III Evander,https://play-lh.googleusercontent.com/a/AATXAJyET4Cn9qsKYZnIvz7AaLljOK2Fh-8chl2oZCv_=mo,I love it,5,0,8.22.1 build 22 40193,2022-03-27 04:12:15,,
gp:AOqpTOHcu6VQ45lxDMpHoqAIS8-uKoMFgRpKsojFsPThUQGP3bCzNQ2dUoDkHzsFHCTr6AEhvJmQL_ilflC63iE,parmesh kuthadi,https://play-lh.googleusercontent.com/a-/AOh14GhsXSKah8zNyx4il0GdMulxk2sWB14cWgGBv8df,Good,5,0,8.7.0 build 9 40060,2022-03-27 04:03:25,,
gp:AOqpTOGZPC9sbLTuDfsOWvOL82lMS2iaXvvcGQRNwmsH9AB9cECtcutN1f4TIkGXH1oNT1nqrDWNdcHto6Wlpbw,Gidudu James,https://play-lh.googleusercontent.com/a/AATXAJxL8RczI9I_6hgs-czgCDSEEH6pkCOKI0SduA5j=mo,"This app is fantastic, I really like it",5,0,,2022-03-27 04:02:40,,
gp:AOqpTOF6pQJ30EVNCMbI26VTeyTv-InOnW_3FvPpH_kBZUJf5bVa1YZlJXYr7uwgkKMyO3iEifJjd2yPeHJPB6Q,Mayank pal,https://play-lh.googleusercontent.com/a-/AOh14GiNpg1yKVr8QMKsDVA_czD8wxThE0qP96lc8tbxo2c,Netflix is good application for viewing accordingly your mood. Viewing experience is very good with low buffering process with option availability of language and audios are adjustable. Totally worth it!,5,0,8.22.1 build 22 40193,2022-03-27 04:01:14,,
gp:AOqpTOGK3cGVPu8kRX6-kC0iRoCqexh1YAkSVuSGwwvMOG4SbdDBd-dSFBUQuwqPUuMUwnuzf4XcH9ps0KmMYNA,Pooja Malik,https://play-lh.googleusercontent.com/a-/AOh14GhTmoBW7MBieMw2iIfTxVokC-edyVod4gg15pCYhg,Good,4,0,8.10.0 build 11 40089,2022-03-27 04:00:59,,
gp:AOqpTOFchFaqqdxAgP9N9vSpgJUnjB-vaGMZ8dgh1KdhDg_xhIZrAgMMfQeffBcsB0Inc6Ju9i7GCowINVwgT1Q,VIVEK DUBEY,https://play-lh.googleusercontent.com/a/AATXAJyrrDqe4lEyYAZgPlRFfzYLcGcC3vDDT7yC1I95=mo,Nice,5,0,,2022-03-27 04:00:14,,
gp:AOqpTOHc7DdQETqzo2T9OT9vHIKpM46jnKktCJw3wHWep3Dkp5YvzQ0N-Pf-M_q97ZieSgFFDWbLrXDjydV9zi0,Abiud Kipkemboi,https://play-lh.googleusercontent.com/a/AATXAJwosx-MpF7zH1j4J9kI7Ai0P3RMVNbALdKMDTkV=mo,Great but it keeps resetting it self Plus why only download on wi fi,5,0,8.22.1 build 22 40193,2022-03-27 03:54:11,,
gp:AOqpTOH6efBO8DScTxsO-1JyUIYW0WcpoARIsrXU3PHPDEwj3o202WiLbI081E-rb3jnv731KLg5InnDey6vLmw,MUHAMMAD SHAHID,https://play-lh.googleusercontent.com/a-/AOh14GhEJLmsROgoLpzCD9gSA5VL4qGuCgw5X4gyragA,best streaming platform in the world. Very nice app i love Netflix,5,0,8.22.1 build 22 40193,2022-03-27 03:50:39,,
gp:AOqpTOEEpgCnJ_LLF0z2L3vne77jmKYZIGC0HER0vFUSxyhM5pznKisjm9fZLt3N11AftcjnytlqwaAGG9rKRko,Daniel Anthony,https://play-lh.googleusercontent.com/a/AATXAJxRVLvgKLQQkHIbL400NZ0eXU-b4iRNPxxJfWRB=mo,Cool,5,0,,2022-03-27 03:50:36,,
gp:AOqpTOFHZ8Hc9x0oQkQRRVygW8dxJTQpP5sPfzVh2AmmGXIVPzyOGTa9fMii5ra-Kc6BGdKAIEGs3mXVXN1RIqE,Hina Tiwana,https://play-lh.googleusercontent.com/a-/AOh14GhTMMH4ZU-rQxw4CXj-Qfk1hjrGDeU6Xb8GyL3F9w,Best,5,0,8.11.1 build 12 40101,2022-03-27 03:45:29,,
gp:AOqpTOG33Au3luNFLPhm7--BgzR33ivFRw717t0rjINwXacBQIpQUSTzP4H5U6RGtbZin55FuTC61ZhnzO8w5N8,Eunice Murage,https://play-lh.googleusercontent.com/a-/AOh14GhWiwcpSywPk08S6yRhaQT9KNJtGwxkMKkxa8ql,It is so great I want another app like this,5,0,,2022-03-27 03:42:27,,
gp:AOqpTOHq6MQvCDbdqCSIrprvXCYGcZXdrjXbGJZVXWw8J8vJzQ437ejiO4RJ9sEFqmxeF1TmtyShgOmkhdEnrQo,Fiu Aisake,https://play-lh.googleusercontent.com/a/AATXAJz-rEPB1yvP85_NuWA9zA49DyVJ4n2h4jfNAJwS=mo,Good,5,0,8.22.1 build 22 40193,2022-03-27 03:26:52,,
gp:AOqpTOGxZHb_a36zQOHDDx02q0F9tshlcebFsKLVYWLpMe7Y5-3c2dwiPYZ07zNPiz128zEGYmrYS-EipSg6J8Y,Iqbal Sana,https://play-lh.googleusercontent.com/a/AATXAJxMcrlkmGjIfP3LI1XitbUKKrct2WTjmx5A787o=mo,Great application,5,0,8.7.0 build 9 40060,2022-03-27 03:24:34,,
gp:AOqpTOGZcH384bym8na2IgVmv9SFJ742vvjYhnrVLBbHtaZU2k36blVO_CkdrW54F_yuK5x5PaESaFHh3cylIjE,John Doe,https://play-lh.googleusercontent.com/a/AATXAJxMLlNoNJD6I9DJYoVvSngl5MAYSgFK-so6p33b=mo,Great stuff one problem. Im a slow reader and have adhd so when i try to read credits i have to pause to read. The problem is when pause at credits to read it things happen that distract me like screen darking mid reading and displays the name of movie. That throws me off the reading and i have to start agian. I just want to know who played what part so i like reading credits but netflix you make it hard for people with reading disabilities to check out the credits at there own pace. Plz fix????,4,0,8.22.1 build 22 40193,2022-03-27 03:24:27,,
gp:AOqpTOGxcuBsVmjWbXUEcZoWiU5iScf7o_q7nbvRI8hQoqtR0XWQOm79JGDZfH7gEcy3beNIkHkfgxy15G8iQVc,Aida Chingizova,https://play-lh.googleusercontent.com/a-/AOh14GjR7Rbcok0K2x3RZetKs20VsbSm9QCSZI_KSlXw,I love this app,5,0,8.1.0 build 9 40014,2022-03-27 03:16:21,,
gp:AOqpTOE-BZmuwwY0RBlvtV7s7GM0bmVg6iJgF9StC_Do534CqMlarAH-HBgueDRcuWG306SVrhv7981SEIuRsHc,Tito Toti,https://play-lh.googleusercontent.com/a/AATXAJyG3sm8nAJILvAOD6S5RoMsT8gIjSCVxhwZvZEC=mo,Nice one,5,0,8.8.0 build 9 40070,2022-03-27 03:12:20,,
gp:AOqpTOE3LkMsIqTmtj6SYQxYdeWQNPaKQsXHbUyUc1t-tnS3eWqAoh6ljLl1KVBtih-BhgPeiOEfIDwmVlF5VTQ,Bonface Mosagio,https://play-lh.googleusercontent.com/a/AATXAJzG-Ku7L2NK68vOSOfEInft4-7AaE2dzBzzU9Ob=mo,Nice app kudos,5,0,8.22.1 build 22 40193,2022-03-27 03:11:04,,
gp:AOqpTOHkht4L5i14L8ZewvFMmkB7Y37613eQ7oGZqePYu1RfyulCY44lWqCP2mfzCW-wFcV9M7JRDDlCpwJ6Ug8,Sangeeta Das,https://play-lh.googleusercontent.com/a-/AOh14Git4p8y8GV4BbaQE6CxIInUZlqcLRzTBY1zNDjdwA,Best app for watching movies,5,0,8.9.1 build 14 40080,2022-03-27 03:02:41,,
gp:AOqpTOFYvF9Yy6DynLR_IvOSt1rVf4Cuy91fpST8s7LtSnIFJ4sv2dVDeWrLsojX7KuXiA8bqfyRKD0kPhgHuJM,Adhitya,https://play-lh.googleusercontent.com/a-/AOh14GjStXNp64-YdKILKUNTJZtCpw_fIGGp6JG0iQabmw,"Why Netflix automatically installed in my phone?? I uninstalled 2 times, but play store keep installing it for me.",1,0,,2022-03-27 03:00:34,,
gp:AOqpTOHhZRJdoXxiCF5R6IRWEMn0PKzgN__J0TbbaEE6sW7tI5gi2OCDrRPa9VAIQqsrGhbmo7CIfsj-dNdFUIQ,Dharti Patel,https://play-lh.googleusercontent.com/a/AATXAJwTiEQaiqCD57Xq5_lkaqLsb2gGzMHkzrGK3eQ=mo,Awesome app for web series.,5,0,8.3.0 build 11 40027,2022-03-27 02:58:23,,
gp:AOqpTOHraNedllkl7VIK1D0V7awQ6zIdtBuEMLqcdPgeOD8XaGPmZmSTmrkzeaIpWyx8g-dQrO1UOHy_-DS-RCg,Afeare Esther,https://play-lh.googleusercontent.com/a-/AOh14Gh8VwQeR3i9K5bMv_8vyf63Tpl-c0UD27WhGyLF,Excellent,5,0,,2022-03-27 02:56:27,,
gp:AOqpTOG5ZAMcf5cXB9hQ1KSxrmGQaRpY77y3REI0BIc--mOpk-pVko4cDxW8YVt5GUX4NDA3ZAB1l_060xXWBG8,Alona Salanguit,https://play-lh.googleusercontent.com/a/AATXAJx7QJFe5ciItXRURa1NdFtrZwJZX2bKAmHankBT=mo,It's good that this is a movie like youtube,5,0,,2022-03-27 02:56:15,,
gp:AOqpTOG6tTM2ExNeMuAuS5ijoxzAC9qFcRioyMf6EK9Zy2xBbrWSWYDRBFOKsGmX3qiaz8dFbb-QAvVuYg-p7FM,Louise Claire Hinoguin,https://play-lh.googleusercontent.com/a-/AOh14GgvYwO2xHttc9kyouB3OmElylUd2S-KodwHRMFY,Nice,5,0,,2022-03-27 02:53:51,,
gp:AOqpTOFMqtIt7Q9V03o1KWrMT46pFouPukZ2eQZPl4ifrM2-DmDx58boTkrNiEXzY1X09wUTzIWkFfxapk1M0HM,ttm ttm,https://play-lh.googleusercontent.com/a/AATXAJyeEgdn79z0I4nulFSxBh-AWVEiGKSB_mEH4xMR=mo,ok,5,0,,2022-03-27 02:52:02,,
gp:AOqpTOFPfLOFxwWQlsnwFvOzz_JNaqFz_z_TcXqRRyDJ3n5ajctHtq8HC2nk1kQ6dN19BzM22EL7mSjQItlVs2M,social media news,https://play-lh.googleusercontent.com/a-/AOh14GgN51dPKR9YARb92ff1inpG25OGWCp2pbEdjLXMYQ,I love watching there series but they don't have all the movies,5,0,,2022-03-27 02:48:43,,
gp:AOqpTOFeMEZcACN3nuu8H9o5p5ctWHMEhR3cahtJuYBQg0k6y6HC-0Vkqs16u1JHcdHqF_WfB5eAutHcYILYeOU,christian Etim,https://play-lh.googleusercontent.com/a/AATXAJyOTC5qby9GkGhbIMjt4VIccDInORLmXWuLNOXb=mo,"This is the best app have ever had for watching movies, although the subscription may be tough. But it's worth being subscribe. Netflix, you guys are the best.",5,0,8.22.1 build 22 40193,2022-03-27 02:43:09,,
gp:AOqpTOHzNOqmmSqDmwTA8ozuDypsWH3P6TQMsCY66RoYhiGhC4_kDK5Wphln83HOPxE-n3nyOx6-wftc8TWZczE,Rinku Dhiman,https://play-lh.googleusercontent.com/a-/AOh14GhWFAzD7v2nQeeDXl2SR9_uq4OHcRyYMZT3Ehm87Q,Awesome,5,0,,2022-03-27 02:40:12,,
gp:AOqpTOHe45Gfhjl6QaCKdDdXvj4oH1VQq7SCWvRp4gK2ULTmGZ9v90MsSAe7HQnyA8cRkGjPn-lM-73oEpJA8po,Johnstone Nandwa,https://play-lh.googleusercontent.com/a/AATXAJyco6ZrcchWQR29IGcKbr5T_8XmzDZfvzWoFGj8=mo,"The best series and movie app ,I advice it for anyone insearch of a brilliant movie app LOL",5,0,8.22.1 build 22 40193,2022-03-27 02:40:12,,
gp:AOqpTOEXl6lpHfJ75D6FE2b9ahjBqyWubRPgqd2TAU3nSnxrUV_0C0qzXvWqupnvUgL4MsybuOGnwOKBCmhHTO0,Patrick Wong,https://play-lh.googleusercontent.com/a-/AOh14GjaXSKJLtC9yjS_oJwIfmvGfJ4yFn4Hprw4TD-dCVo,"When it works, it always is responsive. Sometimes, it hangs and doesn't play the selected show.",3,1,8.22.1 build 22 40193,2022-03-27 02:37:46,,
gp:AOqpTOFSc_6W6WMNg4j-jtM0edNoe1R5DHOJzHiQFxjLVkr-oOWGVmF9Kop2ec3ab3I38rJU9Wv3iXH2CKe-iVw,Mrs Du Preez,https://play-lh.googleusercontent.com/a-/AOh14GhNt1jJea2UJPkeWl_PK8DmIyZIu9TaVpay20lR-A,"Enjoy it but there's more thrillers, sci-fi, dark movies and tv shows. A hand full of comedy and action. Most I've seen and hardly new movies, I page through 80 percent of the time. Tv shows not that good still searching to watch what's good. Can't see with description if there's (snvl) you have to start the movie or series to see on top if there's sex nudity etc in. Needs a update and remove movies, series etc after 4 months and comedy for whole family without nudity and sex please",3,0,8.22.1 build 22 40193,2022-03-27 02:36:53,,
gp:AOqpTOEeEgODKxFa9Iy8auaMBnAXsQwowGIvenzDM8omZAVxpebTHnPo00WhZYuJI6nXdaTfR2hhdTA3v5joUsA,Nelly Wanja,https://play-lh.googleusercontent.com/a/AATXAJx_fSp5khJEibLaUPDJU9xCgCqq5P_a0hadHawy=mo,Absolutely awesome,5,0,8.11.1 build 12 40101,2022-03-27 02:29:29,,
gp:AOqpTOH3BH1kPS0P_FiXB90ebfD0Qk6lwccKit18dvUQSU-n1ObHZymW42Efs32yv6KP_cYSl6dWDceetOHqnQM,Siupeli Moala,https://play-lh.googleusercontent.com/a-/AOh14Ghr5euk7qBm8-hzUIOhQeVPxLiCi-jjgDQ8ZpLs,Just paid for one and I love it 😀,5,0,,2022-03-27 02:27:07,,
gp:AOqpTOHaS0khWdHbYV8IkSi7xQDkotU2NScLuGimx0CHOY7I8856-Hxqx30WiyDpYXZuAM72L1DOzHgO45aaHn4,Canadian Love Vibes,https://play-lh.googleusercontent.com/a-/AOh14GgWwqA2nVEYVsAH2LwM_TKtvxhjTcNkSNXZgbVUlRU,love it,5,0,8.9.1 build 14 40080,2022-03-27 02:21:46,,
gp:AOqpTOGqc79AaL9GhGaorO7EAwXp44yny96iaXY85Au8v1UB1oBGWGxS1LMVL80gLkL_i0KRysDeBdQHyzBzWp0,sam badenhorst,https://play-lh.googleusercontent.com/a/AATXAJy_EVmieYk26RPaSZb37t1MU7JEhKOr4xeqXQzT=mo,I love Netflix,5,0,8.23.0 build 12 40200,2022-03-27 02:17:03,,
gp:AOqpTOHbfZfwC2YIrUQRZfOaxdDe7ElzatPNzG7OFh0MhWCVawF5Oc1YX_o-pamSMPLtcStbFt-RhccZjVIfWz8,george njunge,https://play-lh.googleusercontent.com/a/AATXAJwgxsHnuOAsN4wK9gzN7Q9GbFva8tpRQJyJH_os=mo,Perfect,5,0,,2022-03-27 02:10:05,,
gp:AOqpTOFYUUgeC4xILkxn-HhnBdtWwVaZit8-boXG-s7DyXqsvK9NTjNdm5Of3ikStjJhJh2rgF7HvrV0GETw2JI,alesha Robinson,https://play-lh.googleusercontent.com/a-/AOh14GgEyXO-UiybuzWjfeSlNsz1RSZ9DN3eQbAH7r_INw,It is really amazing love to watch my favourite shows,5,0,8.22.1 build 22 40193,2022-03-27 02:08:25,,
gp:AOqpTOHuyQO86IwEiItYJmL5X6WiSap0ULuMYfx6L8fdm6AJ3dUZKYOLnwGBwvmXKS3tZ6WGVbLNP0KOdvjBAno,Raymond Conley,https://play-lh.googleusercontent.com/a/AATXAJzzXQ46vzgwoHgnw18Xunc0BOL97otA2j1rw2jy=mo,Just getting started renewed my membership I'll check in at another time but so far so good I like what I've seen so far 21 badges,5,0,8.22.1 build 22 40193,2022-03-27 02:00:26,,
gp:AOqpTOGnFFsL0Cca3AwedcwsFFfcsPawgpu_teQPgQ2FbKXBo5K3ZsKFRC6JglZtYggeU9Elx_fr6ZA3muyV1MI,marlon Robes,https://play-lh.googleusercontent.com/a/AATXAJxVtWQ3fSX9L5NFPrHSz6WSJQ46CrJyLxOssm6c=mo,Good 👍👍👍,3,0,8.22.1 build 22 40193,2022-03-27 01:57:23,,
